Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
S20071700023,07/14/2014,3747,T-N-T Liquor,110 SOUTH MAIN,SIGOURNEY,52591,"110 SOUTH MAIN
SIGOURNEY 52591
(41.333611, -92.20511)",54.0,Keokuk,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42240,Blue Chair Bay White,12,750,$9.42,$14.13,1,$14.13,0.75,0.2
S07912400048,09/25/2012,2524,Hy-Vee Food Store / Dubuque,3500 DODGE ST,DUBUQUE,52001,"3500 DODGE ST
DUBUQUE 52001
",31.0,Dubuque,1062050.0,BARBADOS RUM,205.0,E AND J GALLO WINERY,42437,Shellback Silver,12,750,$6.49,$10.49,3,$31.47,2.25,0.59
S24913500081,04/07/2015,2544,Hy-Vee Food Store / Marshalltown,802 SOUTH CENTER,MARSHALLTOWN,50158,"802 SOUTH CENTER
MARSHALLTOWN 50158
(42.034788, -92.899809)",64.0,Marshall,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42244,Blue Chair Bay Coconut Spiced,12,750,$9.42,$14.13,3,$42.39,2.25,0.59
S26599900025,07/07/2015,3942,Twin Town Liquor,104 HIGHWAY 30 WEST,TOLEDO,52342,"104 HIGHWAY 30 WEST
TOLEDO 52342
(41.985887, -92.579244)",86.0,Tama,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42507,Mt. Gay Black Barrel,12,750,$14.99,$22.49,2,$44.98,1.5,0.4
S22532900080,11/21/2014,2555,Hy-Vee Food Store / Keokuk,3111 MAIN,KEOKUK,52632,"3111 MAIN
KEOKUK 52632
(40.414975, -91.403338)",56.0,Lee,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.50,$14.25,2,$28.50,1.5,0.4
S14352800001,09/05/2013,2649,Hy-Vee #3 / Dubuque,400 LOCUST ST,DUBUQUE,52001,"400 LOCUST ST
DUBUQUE 52001
(42.497219, -90.666497)",31.0,Dubuque,1062050.0,BARBADOS RUM,305.0,MHW Ltd,942240,Blue Chair Bay White Rum,12,750,$9.42,$14.13,12,$169.56,9.0,2.38
S19672700103,06/23/2014,2666,Hy-Vee #2 / Ankeny,2510 SW STATE ST,ANKENY,50023,"2510 SW STATE ST
ANKENY 50023
(41.704185, -93.621597)",77.0,Polk,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42244,Blue Chair Bay Coconut Spiced,12,750,$9.42,$14.13,1,$14.13,0.75,0.2
S19415800066,06/09/2014,2666,Hy-Vee #2 / Ankeny,2510 SW STATE ST,ANKENY,50023,"2510 SW STATE ST
ANKENY 50023
(41.704185, -93.621597)",77.0,Polk,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42240,Blue Chair Bay White,12,750,$9.42,$14.13,3,$42.39,2.25,0.59
S24847400038,04/01/2015,2548,Hy-Vee Food Store / Altoona,100 8TH STREET SW,ALTOONA,50009,"100 8TH STREET SW
ALTOONA 50009
(41.644041, -93.465301)",77.0,Polk,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42240,Blue Chair Bay White,12,750,$9.42,$14.13,12,$169.56,9.0,2.38
S25533700234,05/14/2015,5144,Sam's Club 6979 / Ankeny,4625 SE DELAWARE AVE,ANKENY,50021,"4625 SE DELAWARE AVE
ANKENY 50021
(41.692385, -93.581269)",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42507,Mt. Gay Black Barrel,12,750,$14.99,$22.49,36,$809.64,27.0,7.13
S19779400037,06/26/2014,2248,Ingersoll Liquor and Beverage,3500 INGERSOLL AVE,DES MOINES,50312,"3500 INGERSOLL AVE
DES MOINES 50312
(41.586319, -93.664182)",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42686,Mt. Gay Extra Old,6,750,$19.99,$29.99,6,$179.94,4.5,1.19
S23184600064,12/26/2014,4344,Spirits / Grimes,109 EAST 1ST ST STE B,GRIMES,50111,"109 EAST 1ST ST STE B
GRIMES 50111
(41.6884, -93.793812)",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$8.75,$13.50,1,$13.50,0.75,0.2
S24126900129,02/18/2015,2502,Hy-Vee Wine and Spirits / Ankeny,410 NORTH ANKENY BLVD,ANKENY,50021,"410 NORTH ANKENY BLVD
ANKENY 50021
",77.0,Polk,1062050.0,BARBADOS RUM,460.0,Shaw Ross International Importers LL,44266,British Navy Pusser's Rum,6,750,$12.02,$18.03,2,$36.06,1.5,0.4
S07846400135,09/20/2012,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,"20 WILSON AVENUE WEST
CEDAR RAPIDS 52404
(41.955861, -91.658753)",57.0,Linn,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.24,$13.86,2,$27.72,1.5,0.4
S05647700134,05/22/2012,2629,Hy-Vee Food Store #2 / Council Bluff,1745 MADISON AVE,COUNCIL BLUFFS,51503,"1745 MADISON AVE
COUNCIL BLUFFS 51503
(41.242732, -95.825137)",78.0,Pottawattamie,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.00,$13.50,6,$81.00,4.5,1.19
S19370700026,06/04/2014,4251,Aj's Liquor / Ames,4518 MORTENSON RD STE 109,AMES,50014,"4518 MORTENSON RD STE 109
AMES 50014
",85.0,Story,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42507,Mt. Gay Black Barrel,12,750,$14.99,$22.49,2,$44.98,1.5,0.4
S29109000026,11/18/2015,4163,Fareway Stores #461 / Storm Lake,731 SENECA ST,STORM LAKE,50588,"731 SENECA ST
STORM LAKE 50588
(42.64679, -95.196848)",11.0,Buena Vista,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42242,Blue Chair Bay Coconut,12,750,$9.42,$14.13,2,$28.26,1.5,0.4
S28488500050,10/15/2015,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,"1501 MICHIGAN AVE
DES MOINES 50314
(41.605561, -93.613738)",77.0,Polk,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42242,Blue Chair Bay Coconut,12,750,$9.42,$14.13,12,$169.56,9.0,2.38
S15957500053,11/25/2013,3732,North Scott Foods,425 E LECLAIRE RD,ELDRIDGE,52748,"425 E LECLAIRE RD
ELDRIDGE 52748
(41.654695, -90.577312)",82.0,Scott,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42240,Blue Chair Bay White,12,750,$9.42,$14.13,2,$28.26,1.5,0.4
S21636000081,10/07/2014,2607,Hy-Vee Wine and Spirits / Shenandoah,520 SO FREMONT,SHENANDOAH,51601,"520 SO FREMONT
SHENANDOAH 51601
",73.0,Page,1062050.0,BARBADOS RUM,205.0,E AND J GALLO WINERY,42437,Shellback Silver,12,750,$6.49,$10.49,3,$31.47,2.25,0.59
S25202000037,04/22/2015,2568,Hy-Vee Food Store #4 / Cedar Rapids,1556 FIRST AVENUE NE,CEDAR RAPIDS,52402,"1556 FIRST AVENUE NE
CEDAR RAPIDS 52402
(41.988968, -91.650752)",57.0,Linn,1062050.0,BARBADOS RUM,205.0,E AND J GALLO WINERY,42437,Shellback Silver,12,750,$8.00,$12.00,4,$48.00,3.0,0.79
S22699900093,12/03/2014,2543,Hy-Vee Food Store #1 / Ottumwa,1025 NORTH QUINCY AVE,OTTUWMA,52501,"1025 NORTH QUINCY AVE
OTTUWMA 52501
(41.015384, -92.438455)",90.0,Wapello,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$8.75,$13.50,2,$27.00,1.5,0.4
S20666500002,08/14/2014,4988,Happy's Wine & Spirits,5925 UNIVERSITY AVE,CEDAR FALLS,50613,"5925 UNIVERSITY AVE
CEDAR FALLS 50613
(42.512766, -92.429371)",7.0,Black Hawk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42686,Mt. Gay Extra Old,6,750,$19.99,$29.99,6,$179.94,4.5,1.19
S23194500188,12/26/2014,2666,Hy-Vee #2 / Ankeny,2510 SW STATE ST,ANKENY,50023,"2510 SW STATE ST
ANKENY 50023
(41.704185, -93.621597)",77.0,Polk,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42242,Blue Chair Bay Coconut,12,750,$9.42,$14.13,3,$42.39,2.25,0.59
S12611500146,06/06/2013,2561,Hy-Vee Food Store / Fleur / DSM,4605 FLEUR DRIVE,DES MOINES,50321,"4605 FLEUR DRIVE
DES MOINES 50321
(41.542816, -93.644943)",77.0,Polk,1062050.0,BARBADOS RUM,205.0,E AND J GALLO WINERY,42437,Shellback Silver,12,750,$7.99,$11.99,3,$35.97,2.25,0.59
S21003500089,09/04/2014,4345,Lucky Mart,1031 WEST ST,GRINNELL,50112,"1031 WEST ST
GRINNELL 50112
(41.745903, -92.727379)",79.0,Poweshiek,1062050.0,BARBADOS RUM,205.0,E AND J GALLO WINERY,42437,Shellback Silver,12,750,$8.00,$12.00,5,$60.00,3.75,0.99
S09346100128,12/06/2012,2637,Hy-Vee #5 / Davenport,2351 W LOCUST,DAVENPORT,52804,"2351 W LOCUST
DAVENPORT 52804
(41.538207, -90.611972)",82.0,Scott,1062050.0,BARBADOS RUM,420.0,"Moet Hennessy USA, Inc.",42936,10 Cane Rum,6,750,$14.98,$22.47,4,$89.88,3.0,0.79
S28873200087,11/04/2015,2545,Hy-Vee Drugstore / Iowa City,310 N 1ST ST,IOWA CITY,52245,"310 N 1ST ST
IOWA CITY 52245
(41.665693, -91.502069)",52.0,Johnson,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42244,Blue Chair Bay Coconut Spiced,12,750,$9.42,$14.13,2,$28.26,1.5,0.4
S18606300001,04/24/2014,3925,Johncy's Liquor Store Inc,585 HWY 965 S  STE E,NORTH LIBERTY,52317,"585 HWY 965 S STE E
NORTH LIBERTY 52317
(41.738152, -91.60761)",48.0,Iowa,1062050.0,BARBADOS RUM,91.0,Castle Brands,902144,Gosling's Black Seal Rum,12,750,$8.50,$12.75,12,$153.00,9.0,2.38
S19621100080,06/18/2014,2502,Hy-Vee Wine and Spirits / Ankeny,410 NORTH ANKENY BLVD,ANKENY,50021,"410 NORTH ANKENY BLVD
ANKENY 50021
",77.0,Polk,1062050.0,BARBADOS RUM,205.0,E AND J GALLO WINERY,42437,Shellback Silver,12,750,$8.00,$12.00,24,$288.00,18.0,4.76
S19807800062,06/27/2014,2643,Hy-Vee Wine and Spirits / Waterloo,2126 KIMBALL AVE,WATERLOO,50701,"2126 KIMBALL AVE
WATERLOO 50701
",7.0,Black Hawk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$8.75,$13.50,3,$40.50,2.25,0.59
S11270000029,03/25/2013,2612,Hy-Vee Store / Perry,1215  141 ST,PERRY,50220,"1215 141 ST
PERRY 50220
(41.830538, -94.104717)",25.0,Dallas,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.24,$13.86,6,$83.16,4.5,1.19
S23912800023,02/09/2015,3696,Wal-Mart 1723 / Des Moines,5101 SE 14TH ST,DES MOINES,50315,"5101 SE 14TH ST
DES MOINES 50315
(41.537606, -93.596758)",77.0,Polk,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42242,Blue Chair Bay Coconut,12,750,$9.42,$14.13,12,$169.56,9.0,2.38
S14306500033,09/04/2013,4616,C's Spencer Liquor,719 2ND AVE W,SPENCER,51301,"719 2ND AVE W
SPENCER 51301
(43.145197, -95.14774)",21.0,Clay,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.49,$14.24,1,$14.24,0.75,0.2
S21498300019,09/30/2014,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,"1501 MICHIGAN AVE
DES MOINES 50314
(41.605561, -93.613738)",77.0,Polk,1062050.0,BARBADOS RUM,154.0,Iowa Distilling Company,46937,Steel Drum Pure Cane Reserve,6,750,$12.17,$18.26,2,$36.52,1.5,0.4
S18517600028,04/21/2014,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,"1460 2ND AVE
DES MOINES 50314
(41.60566, -93.619787)",77.0,Polk,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42244,Blue Chair Bay Coconut Spiced,12,750,$9.42,$14.13,3,$42.39,2.25,0.59
S15252600060,10/21/2013,3952,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",82.0,Scott,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$8.74,$13.49,12,$161.88,9.0,2.38
S25855500092,05/27/2015,3869,Bootleggin' Barzini's Fin,412  1ST AVE,CORALVILLE,52241,"412 1ST AVE
CORALVILLE 52241
(41.672672, -91.565517)",52.0,Johnson,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42242,Blue Chair Bay Coconut,12,750,$9.42,$14.13,1,$14.13,0.75,0.2
S18338300003,04/09/2014,3987,Wine and Spirits Shoppe Of,111 S PHILLIPS ST,ALGONA,50511,"111 S PHILLIPS ST
ALGONA 50511
(43.06882, -94.226873)",55.0,Kossuth,1062050.0,BARBADOS RUM,420.0,"Moet Hennessy USA, Inc.",42936,10 Cane Rum,6,750,$12.50,$18.75,6,$112.50,4.5,1.19
S25503600181,05/06/2015,2603,Hy-Vee Wine and Spirits / Bettendorf,2890 DEVILS GLEN ROAD,BETTENDORF,52722,"2890 DEVILS GLEN ROAD
BETTENDORF 52722
(41.552406, -90.483701)",82.0,Scott,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,2,$29.94,1.5,0.4
S21877300151,10/20/2014,2560,Hy-Vee Food Store / Marion,3600 BUSINESS HWY 151 EAST,MARION,52302,"3600 BUSINESS HWY 151 EAST
MARION 52302
",57.0,Linn,1062050.0,BARBADOS RUM,205.0,E AND J GALLO WINERY,42437,Shellback Silver,12,750,$6.49,$10.49,4,$41.96,3.0,0.79
S22752300054,12/04/2014,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,"1460 2ND AVE
DES MOINES 50314
(41.60566, -93.619787)",77.0,Polk,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42242,Blue Chair Bay Coconut,12,750,$9.42,$14.13,1,$14.13,0.75,0.2
S27395700114,08/18/2015,2544,Hy-Vee Food Store / Marshalltown,802 SOUTH CENTER,MARSHALLTOWN,50158,"802 SOUTH CENTER
MARSHALLTOWN 50158
(42.034788, -92.899809)",64.0,Marshall,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42242,Blue Chair Bay Coconut,12,750,$9.42,$14.13,6,$84.78,4.5,1.19
S09599200150,12/19/2012,2543,Hy-Vee Food Store #1 / Ottumwa,1025 NORTH QUINCY AVE,OTTUWMA,52501,"1025 NORTH QUINCY AVE
OTTUWMA 52501
(41.015384, -92.438455)",90.0,Wapello,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$8.49,$13.11,6,$78.66,4.5,1.19
S25359400051,04/29/2015,3932,Main Street Spirits / Mapleton,311 MAIN ST,MAPLETON,51034,"311 MAIN ST
MAPLETON 51034
(42.165915, -95.79375)",67.0,Monona,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42244,Blue Chair Bay Coconut Spiced,12,750,$9.42,$14.13,1,$14.13,0.75,0.2
S28270600056,10/05/2015,2662,Hy-Vee Wine & Spirits / Muscatine,"522 MULBERRY, SUITE A",MUSCATINE,52761,"522 MULBERRY, SUITE A
MUSCATINE 52761
",70.0,Muscatine,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42204,Blue Chair Bay Banana,12,750,$9.42,$14.13,1,$14.13,0.75,0.2
S27051500063,07/29/2015,3926,Liquor Downtown / Iowa City,315 S GILBERT ST,IOWA CITY,52240,"315 S GILBERT ST
IOWA CITY 52240
(41.657654, -91.530181)",52.0,Johnson,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,3,$44.91,2.25,0.59
S20816200072,08/26/2014,3592,Wal-Mart 0886 / Fort Dodge,3036 1ST AVE SOUTH,FORT DODGE,50501,"3036 1ST AVE SOUTH
FORT DODGE 50501
(42.505334, -94.151808)",42.0,Hardin,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42242,Blue Chair Bay Coconut,12,750,$9.42,$14.13,12,$169.56,9.0,2.38
S25233300058,04/22/2015,3773,Benz Distributing,501 7TH AVE SE,CEDAR RAPIDS,52401,"501 7TH AVE SE
CEDAR RAPIDS 52401
(41.975739, -91.659878)",57.0,Linn,1062050.0,BARBADOS RUM,460.0,Shaw Ross International Importers LL,44266,British Navy Pusser's Rum,6,750,$12.02,$18.03,3,$54.09,2.25,0.59
S13205900120,07/08/2013,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,"1720 WATERFRONT DR
IOWA CITY 52240
(41.64277, -91.530467)",52.0,Johnson,1062050.0,BARBADOS RUM,205.0,E AND J GALLO WINERY,42437,Shellback Silver,12,750,$6.49,$10.49,12,$125.88,9.0,2.38
S29136900114,11/18/2015,2500,Hy-Vee Food Store #1 / Ames,3800 W LINCOLN WAY,AMES,50010,"3800 W LINCOLN WAY
AMES 50010
(42.023145, -93.715664)",85.0,Story,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42240,Blue Chair Bay White,12,750,$9.42,$14.13,1,$14.13,0.75,0.2
S04255100004,02/27/2012,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,"1720 WATERFRONT DR
IOWA CITY 52240
(41.64277, -91.530467)",52.0,Johnson,1062050.0,BARBADOS RUM,240.0,"WILLIAM GRANT AND SONS, INC.",902075,Flor de Cana Anejo Oro 4YR,12,750,$8.17,$12.26,24,$294.24,18.0,4.76
S17262900072,02/06/2014,2622,Hy-Vee Food Store / Iowa City,1125 N DODGE ST,IOWA CITY,52240,"1125 N DODGE ST
IOWA CITY 52240
(41.676203, -91.518536)",52.0,Johnson,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.50,$14.25,3,$42.75,2.25,0.59
S21366300061,09/23/2014,3705,Liquor Locker,507 1ST AVE #100,ROCK RAPIDS,51246,"507 1ST AVE #100
ROCK RAPIDS 51246
(43.431837, -96.171905)",60.0,Lyon,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42204,Blue Chair Bay Banana,12,750,$9.42,$14.13,2,$28.26,1.5,0.4
S20025200076,07/10/2014,2561,Hy-Vee Food Store / Fleur / DSM,4605 FLEUR DRIVE,DES MOINES,50321,"4605 FLEUR DRIVE
DES MOINES 50321
(41.542816, -93.644943)",77.0,Polk,1062050.0,BARBADOS RUM,205.0,E AND J GALLO WINERY,42437,Shellback Silver,12,750,$6.49,$10.49,3,$31.47,2.25,0.59
S26981200120,07/27/2015,2535,Hy-Vee Food Store #1 / WDM,1700 VALLEY WEST DR,WEST DES MOINES,50265,"1700 VALLEY WEST DR
WEST DES MOINES 50265
",77.0,Polk,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42242,Blue Chair Bay Coconut,12,750,$9.42,$14.13,4,$56.52,3.0,0.79
S29087000048,11/16/2015,2670,Hy-Vee Food Store / Coralville,2004 8TH  ST,CORALVILLE,52241,"2004 8TH ST
CORALVILLE 52241
(41.682337, -91.591868)",52.0,Johnson,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42244,Blue Chair Bay Coconut Spiced,12,750,$9.42,$14.13,2,$28.26,1.5,0.4
S24360800125,03/04/2015,4129,Cyclone Liquors,626 LINCOLN WAY,AMES,50010,"626 LINCOLN WAY
AMES 50010
(42.022854, -93.618911)",85.0,Story,1062050.0,BARBADOS RUM,460.0,Shaw Ross International Importers LL,44266,British Navy Pusser's Rum,6,750,$12.02,$18.03,2,$36.06,1.5,0.4
S28407500102,10/12/2015,2648,Hy-Vee #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,"555 S 51ST ST
WEST DES MOINES 50265
(41.561219, -93.773583)",77.0,Polk,1062050.0,BARBADOS RUM,205.0,E AND J GALLO WINERY,42437,Shellback Silver,12,750,$6.49,$10.49,2,$20.98,1.5,0.4
S20695300136,08/18/2014,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,"1720 WATERFRONT DR
IOWA CITY 52240
(41.64277, -91.530467)",52.0,Johnson,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42204,Blue Chair Bay Banana,12,750,$9.42,$14.13,6,$84.78,4.5,1.19
S07757100038,09/17/2012,4183,Fareway Stores #589 / Decorah,103 E MAIN,DECORAH,52101,"103 E MAIN
DECORAH 52101
(43.30329, -91.785188)",96.0,Winneshiek,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.24,$13.86,2,$27.72,1.5,0.4
S09624700128,12/20/2012,4856,Brothers Market / Lisbon,930 COMMERCIAL ST,LISBON,52253,"930 COMMERCIAL ST
LISBON 52253
",57.0,Linn,1062050.0,BARBADOS RUM,205.0,E AND J GALLO WINERY,42437,Shellback Silver,12,750,$6.49,$10.49,6,$62.94,4.5,1.19
S27939000112,09/16/2015,2603,Hy-Vee Wine and Spirits / Bettendorf,2890 DEVILS GLEN ROAD,BETTENDORF,52722,"2890 DEVILS GLEN ROAD
BETTENDORF 52722
(41.552406, -90.483701)",82.0,Scott,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,2,$29.94,1.5,0.4
S25501000083,05/06/2015,3773,Benz Distributing,501 7TH AVE SE,CEDAR RAPIDS,52401,"501 7TH AVE SE
CEDAR RAPIDS 52401
(41.975739, -91.659878)",57.0,Linn,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,3,$44.91,2.25,0.59
S25105300123,04/15/2015,4129,Cyclone Liquors,626 LINCOLN WAY,AMES,50010,"626 LINCOLN WAY
AMES 50010
(42.022854, -93.618911)",85.0,Story,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42507,Mt. Gay Black Barrel,12,750,$14.99,$22.49,6,$134.94,4.5,1.19
S22593800100,11/24/2014,3869,Bootleggin' Barzini's Fin,412  1ST AVE,CORALVILLE,52241,"412 1ST AVE
CORALVILLE 52241
(41.672672, -91.565517)",52.0,Johnson,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.50,$14.25,2,$28.50,1.5,0.4
S28396700038,10/12/2015,2588,Hy-Vee Food and Drug #6 / Cedar Rapi,4035 MT. VERNON ROAD S.E.,CEDAR RAPIDS,52403,"4035 MT. VERNON ROAD S.E.
CEDAR RAPIDS 52403
(41.976831, -91.61041)",57.0,Linn,1062050.0,BARBADOS RUM,205.0,E AND J GALLO WINERY,42437,Shellback Silver,12,750,$6.49,$10.49,36,$377.64,27.0,7.13
S25164400074,04/21/2015,2649,Hy-Vee #3 / Dubuque,400 LOCUST ST,DUBUQUE,52001,"400 LOCUST ST
DUBUQUE 52001
(42.497219, -90.666497)",31.0,Dubuque,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.50,$14.25,4,$57.00,3.0,0.79
S09500800055,12/17/2012,2622,Hy-Vee Food Store / Iowa City,1125 N DODGE ST,IOWA CITY,52240,"1125 N DODGE ST
IOWA CITY 52240
(41.676203, -91.518536)",52.0,Johnson,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$8.49,$13.11,6,$78.66,4.5,1.19
S19551400015,06/16/2014,2650,Hy-Vee Wine and Spirits / Harlan,1808 23RD ST,HARLAN,51537,"1808 23RD ST
HARLAN 51537
(41.650657, -95.339881)",83.0,Shelby,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42244,Blue Chair Bay Coconut Spiced,12,750,$9.42,$14.13,2,$28.26,1.5,0.4
S10551600061,02/12/2013,2651,Hy-Vee / Waverly,1311 4 STREET SW,WAVERLY,50677,"1311 4 STREET SW
WAVERLY 50677
(42.713533, -92.475372)",9.0,Bremer,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.24,$13.86,1,$13.86,0.75,0.2
S20698100029,08/21/2014,4014,Wal-Mart 1732 / Denison,510 C AVE,DENISON,51442,"510 C AVE
DENISON 51442
",24.0,Crawford,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42242,Blue Chair Bay Coconut,12,750,$9.42,$14.13,12,$169.56,9.0,2.38
S26156200002,06/11/2015,3437,Scott's Foods,1120 SUNSET DRIVE,NORWALK,50211,"1120 SUNSET DRIVE
NORWALK 50211
(41.479869, -93.67811)",91.0,Warren,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42242,Blue Chair Bay Coconut,12,750,$9.42,$14.13,1,$14.13,0.75,0.2
S18309300002,04/08/2014,2522,Hy-Vee Wine and Spirits / Spirit Lak,HWY 9 & 71,SPIRIT LAKE,51360,"HWY 9 &amp; 71
SPIRIT LAKE 51360
",30.0,Dickinson,1062050.0,BARBADOS RUM,420.0,"Moet Hennessy USA, Inc.",42936,10 Cane Rum,6,750,$12.50,$18.75,6,$112.50,4.5,1.19
S26564200173,07/06/2015,2506,Hy-Vee #1044 / Burlington,3140 AGENCY,BURLINGTON,52601,"3140 AGENCY
BURLINGTON 52601
(40.814689, -91.137509)",29.0,Des Moines,1062050.0,BARBADOS RUM,305.0,MHW Ltd,42240,Blue Chair Bay White,12,750,$9.42,$14.13,5,$70.65,3.75,0.99
S24136700067,02/19/2015,4988,Happy's Wine & Spirits,5925 UNIVERSITY AVE,CEDAR FALLS,50613,"5925 UNIVERSITY AVE
CEDAR FALLS 50613
(42.512766, -92.429371)",7.0,Black Hawk,1062050.0,BARBADOS RUM,205.0,E AND J GALLO WINERY,42437,Shellback Silver,12,750,$8.00,$12.00,1,$12.00,0.75,0.2
S09770100082,12/28/2012,2515,Hy-Vee Food Store #1 / Mason City,2400 4TH ST SW,MASON CITY,50401,"2400 4TH ST SW
MASON CITY 50401
(43.148446, -93.236556)",17.0,Cerro Gordo,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$8.49,$13.11,4,$52.44,3.0,0.79
S20108100005,07/15/2014,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,"1501 MICHIGAN AVE
DES MOINES 50314
(41.605561, -93.613738)",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.50,$14.25,12,$171.00,9.0,2.38
